order_id,order_date,customer_id,city,product_name,product_category,quantity,payment_type,amount,cost_price,shipping_cost,customer_type,phone_verified,email_verified,address_complete,distance_km,previous_orders,previous_returns,order_hour,coupon_used,account_age_days,current_stock,avg_daily_sales,status,is_risky
ORD-106581,2026-01-14,CUST-2869,Gazipur,Backpack,Accessories,3,Prepaid,9527,6375,139,New,Yes,No,Yes,21,0,0,16,No,14,36,11,Failed,1
ORD-106582,2026-06-17,CUST-2481,Cumilla,Backpack,Accessories,1,Prepaid,3156,2094,175,New,No,Yes,No,54,0,0,14,Yes,24,32,8,Returned,1
ORD-106583,2026-02-28,CUST-9035,Cox's Bazar,Bluetooth Speaker,Electronics,2,Prepaid,9614,6599,158,Returning,Yes,No,Yes,36,15,3,9,Yes,536,96,4,Success,0
ORD-106584,2026-01-25,CUST-8375,Barishal,T-Shirt,Clothing,1,COD,1154,712,262,Returning,Yes,Yes,Yes,92,14,1,9,No,63,11,3,Failed,1
ORD-106585,2026-06-28,CUST-9993,Bogura,Panjabi,Clothing,1,COD,2966,1784,270,New,Yes,No,Yes,115,0,0,11,No,58,6,4,Success,0
ORD-106586,2026-03-24,CUST-1778,Gazipur,Cosmetics Set,Cosmetics,2,Prepaid,4452,2808,288,Returning,Yes,Yes,Yes,117,17,5,14,Yes,494,24,12,Success,0
ORD-106587,2026-04-12,CUST-6626,Narayanganj,Phone Cover,Accessories,1,COD,733,427,149,New,Yes,No,No,41,0,0,0,Yes,57,36,11,Success,0
ORD-106588,2026-05-31,CUST-6669,Cumilla,Jeans,Clothing,3,COD,8395,5075,127,New,No,No,No,25,0,0,18,No,60,104,7,Success,0
ORD-106589,2026-06-11,CUST-4840,Khulna,Headphone,Electronics,3,COD,22467,15628,241,New,Yes,Yes,Yes,105,0,0,10,No,33,15,5,Success,0
ORD-106590,2026-04-28,CUST-4750,Bogura,Panjabi,Clothing,3,COD,8971,5406,327,Returning,Yes,No,Yes,118,3,1,11,No,116,30,6,Success,0
ORD-106591,2026-01-19,CUST-3539,Narayanganj,Perfume,Cosmetics,2,COD,5025,3078,373,New,Yes,Yes,No,102,0,0,17,No,32,53,2,Success,0
ORD-106592,2026-05-04,CUST-7947,Dhaka,Perfume,Cosmetics,2,COD,4973,2993,168,Returning,Yes,Yes,Yes,48,10,0,6,Yes,1056,102,2,Returned,1
ORD-106593,2026-03-23,CUST-2796,Khulna,Perfume,Cosmetics,2,COD,5106,3042,135,New,Yes,No,Yes,15,0,0,2,No,5,85,12,Success,0
ORD-106594,2026-03-23,CUST-9768,Mymensingh,Shoes,Fashion,1,COD,4145,2921,361,Returning,Yes,Yes,Yes,113,5,0,21,No,360,72,8,Success,0
ORD-106595,2026-06-11,CUST-5089,Mymensingh,Panjabi,Clothing,1,COD,2978,1774,272,New,Yes,Yes,Yes,109,0,0,15,Yes,39,49,1,Failed,1
ORD-106596,2026-04-22,CUST-9673,Jashore,Bluetooth Speaker,Electronics,1,COD,4856,3344,196,Returning,Yes,Yes,Yes,82,16,0,12,No,588,92,5,Success,0
ORD-106597,2026-01-08,CUST-9596,Cox's Bazar,Shoes,Fashion,1,COD,4262,2915,173,Returning,No,No,Yes,38,12,1,16,Yes,965,27,7,Failed,1
ORD-106598,2026-03-21,CUST-6908,Bogura,Shoes,Fashion,2,Prepaid,8382,5811,186,Returning,No,Yes,Yes,93,19,6,1,No,1074,76,7,Returned,1
ORD-106599,2026-03-18,CUST-2015,Jashore,Shoes,Fashion,2,COD,8363,5792,98,Returning,Yes,No,Yes,15,8,0,17,No,68,116,2,Success,0
ORD-106600,2026-01-31,CUST-5623,Rajshahi,Jeans,Clothing,1,Prepaid,2858,1747,105,Returning,Yes,Yes,Yes,7,19,1,7,No,237,29,3,Success,0
ORD-106601,2026-04-01,CUST-9437,Narayanganj,Bluetooth Speaker,Electronics,1,Prepaid,4804,3306,303,Returning,Yes,No,No,97,16,2,17,No,679,65,3,Returned,1
ORD-106602,2026-03-27,CUST-6895,Chattogram,Backpack,Accessories,1,COD,3191,2055,142,Returning,Yes,Yes,Yes,21,18,8,5,Yes,204,98,12,Returned,1
ORD-106603,2026-03-14,CUST-8436,Gazipur,Bluetooth Speaker,Electronics,1,Prepaid,4857,3260,255,Returning,Yes,Yes,Yes,95,11,5,9,No,387,100,4,Success,0
ORD-106604,2026-04-26,CUST-8729,Bogura,Sunglasses,Accessories,1,COD,1475,823,385,New,Yes,No,Yes,115,0,0,15,No,40,38,1,Failed,1
ORD-106605,2026-03-27,CUST-3348,Bogura,Handbag,Fashion,1,COD,3523,2345,96,Returning,Yes,Yes,Yes,16,21,1,14,No,976,83,3,Success,0
ORD-106606,2026-03-13,CUST-7231,Cumilla,Panjabi,Clothing,1,COD,2938,1798,128,New,No,No,Yes,29,0,0,8,Yes,8,97,4,Success,0
ORD-106607,2026-06-02,CUST-2227,Barishal,T-Shirt,Clothing,3,COD,3573,2148,303,Returning,Yes,Yes,No,80,6,1,20,No,6,117,7,Failed,1
ORD-106608,2026-06-04,CUST-6680,Cox's Bazar,Skin Care Kit,Cosmetics,1,COD,2643,1622,292,Returning,Yes,Yes,No,85,17,1,8,Yes,656,115,3,Failed,1
ORD-106609,2026-02-14,CUST-5887,Narayanganj,Panjabi,Clothing,1,COD,3030,1830,353,Returning,Yes,Yes,Yes,117,11,2,18,Yes,1004,116,6,Success,0
ORD-106610,2026-06-24,CUST-1584,Narayanganj,T-Shirt,Clothing,4,COD,4790,2874,109,Returning,Yes,Yes,Yes,29,13,1,11,Yes,244,97,9,Success,0
ORD-106611,2026-03-18,CUST-5900,Jashore,Perfume,Cosmetics,1,COD,2501,1567,137,Returning,Yes,Yes,Yes,21,3,1,22,No,233,11,4,Success,0
ORD-106612,2026-01-06,CUST-6946,Chattogram,Cosmetics Set,Cosmetics,2,COD,4411,2778,216,New,No,Yes,Yes,95,0,0,19,Yes,43,20,5,Returned,1
ORD-106613,2026-04-02,CUST-7678,Cumilla,Skin Care Kit,Cosmetics,1,COD,2692,1646,357,Returning,Yes,Yes,Yes,112,2,0,15,No,644,14,8,Success,0
ORD-106614,2026-05-02,CUST-6276,Dhaka,Sunglasses,Accessories,1,COD,1545,817,140,New,No,No,No,30,0,0,4,Yes,59,19,10,Success,0
ORD-106615,2026-02-08,CUST-6915,Rangpur,Perfume,Cosmetics,1,COD,2473,1467,307,Returning,Yes,No,Yes,111,20,2,16,Yes,474,33,8,Returned,1
ORD-106616,2026-03-15,CUST-9626,Mymensingh,Panjabi,Clothing,3,COD,8977,5475,91,New,Yes,No,Yes,16,0,0,16,Yes,59,115,1,Failed,1
ORD-106617,2026-01-31,CUST-4832,Bogura,Skin Care Kit,Cosmetics,1,COD,2602,1613,231,New,Yes,No,Yes,103,0,0,3,Yes,29,47,1,Failed,1
ORD-106618,2026-06-09,CUST-6499,Jashore,T-Shirt,Clothing,1,Prepaid,1183,706,152,New,Yes,Yes,Yes,16,0,0,18,Yes,39,15,6,Success,0
ORD-106619,2026-03-27,CUST-1430,Bogura,Panjabi,Clothing,1,COD,3045,1880,185,Returning,Yes,No,Yes,79,19,2,15,Yes,690,108,8,Failed,1
ORD-106620,2026-05-16,CUST-6175,Bogura,Handbag,Fashion,2,COD,7013,4584,216,New,Yes,Yes,Yes,69,0,0,0,No,37,16,11,Success,0
ORD-106621,2026-05-03,CUST-6855,Dhaka,T-Shirt,Clothing,2,COD,2494,1357,106,Returning,No,Yes,Yes,3,11,0,10,No,27,55,6,Success,0
ORD-106622,2026-01-02,CUST-2207,Rangpur,Perfume,Cosmetics,1,COD,2524,1538,219,New,No,Yes,Yes,51,0,0,12,No,21,50,12,Failed,1
ORD-106623,2026-06-17,CUST-7631,Jashore,Jeans,Clothing,1,Prepaid,2767,1702,215,New,Yes,No,Yes,58,0,0,4,No,2,96,11,Success,0
ORD-106624,2026-06-12,CUST-7220,Sylhet,Phone Cover,Accessories,3,Prepaid,2353,1128,278,Returning,Yes,Yes,Yes,94,14,3,5,No,893,19,3,Success,0
ORD-106625,2026-01-25,CUST-2494,Barishal,Backpack,Accessories,5,COD,15961,10557,198,New,Yes,Yes,Yes,48,0,0,10,Yes,14,44,9,Success,0
ORD-106626,2026-02-26,CUST-4731,Narayanganj,Shoes,Fashion,1,COD,4257,2967,163,New,Yes,Yes,Yes,42,0,0,9,No,60,1,3,Success,0
ORD-106627,2026-05-09,CUST-1460,Dhaka,Sunglasses,Accessories,2,COD,2925,1777,174,Returning,Yes,No,Yes,43,15,2,13,Yes,668,66,3,Failed,1
ORD-106628,2026-05-07,CUST-3220,Gazipur,Cosmetics Set,Cosmetics,2,COD,4364,2769,177,New,Yes,Yes,Yes,65,0,0,15,No,44,0,5,Success,0
ORD-106629,2026-06-08,CUST-4191,Barishal,Backpack,Accessories,1,Prepaid,3311,2113,253,New,Yes,Yes,Yes,60,0,0,23,Yes,54,0,1,Success,0
ORD-106630,2026-04-26,CUST-1524,Sylhet,Bluetooth Speaker,Electronics,1,Prepaid,4812,3270,155,Returning,Yes,No,Yes,28,20,6,17,Yes,104,79,2,Returned,1
ORD-106631,2026-04-17,CUST-7755,Bogura,Backpack,Accessories,1,COD,3195,2170,160,Returning,Yes,Yes,Yes,46,8,0,3,Yes,956,27,1,Success,0
ORD-106632,2026-03-05,CUST-5594,Bogura,Phone Cover,Accessories,1,Prepaid,803,424,286,Returning,Yes,Yes,Yes,65,19,0,21,No,1180,87,8,Success,0
ORD-106633,2026-03-28,CUST-5846,Jashore,Kurti,Fashion,2,COD,3571,1991,234,Returning,Yes,Yes,Yes,53,2,1,23,No,390,3,12,Success,0
ORD-106634,2026-06-26,CUST-5821,Dhaka,Skin Care Kit,Cosmetics,1,COD,2529,1603,267,Returning,No,Yes,No,70,18,1,23,Yes,985,101,5,Returned,1
ORD-106635,2026-01-25,CUST-3174,Jashore,Phone Cover,Accessories,1,COD,868,400,306,Returning,Yes,Yes,Yes,111,7,1,20,No,337,114,8,Success,0
ORD-106636,2026-06-04,CUST-3925,Khulna,Shoes,Fashion,2,COD,8417,5861,187,New,Yes,No,Yes,83,0,0,18,No,49,98,5,Failed,1
ORD-106637,2026-01-04,CUST-8737,Khulna,Shoes,Fashion,4,COD,16723,11668,215,Returning,Yes,No,Yes,81,23,1,15,No,328,87,1,Failed,1
ORD-106638,2026-03-17,CUST-4704,Mymensingh,Panjabi,Clothing,1,Prepaid,2923,1858,222,New,Yes,No,Yes,74,0,0,4,Yes,36,40,12,Failed,1
ORD-106639,2026-06-06,CUST-1049,Rajshahi,Bluetooth Speaker,Electronics,2,COD,9628,6611,254,Returning,Yes,Yes,Yes,93,1,0,13,No,1015,31,4,Success,0
ORD-106640,2026-05-22,CUST-5271,Gazipur,Cosmetics Set,Cosmetics,1,COD,2191,1370,381,New,Yes,Yes,Yes,106,0,0,3,Yes,34,35,4,Success,0
ORD-106641,2026-04-13,CUST-5038,Cumilla,Kurti,Fashion,5,COD,8985,5049,301,Returning,Yes,Yes,Yes,111,12,0,8,No,661,3,4,Returned,1
ORD-106642,2026-04-08,CUST-6940,Rangpur,Sunglasses,Accessories,1,COD,1544,906,97,New,Yes,Yes,Yes,10,0,0,15,No,53,94,5,Success,0
ORD-106643,2026-05-09,CUST-7044,Mymensingh,Smart Watch,Electronics,1,COD,6535,4676,116,New,No,Yes,Yes,4,0,0,9,Yes,20,42,12,Returned,1
ORD-106644,2026-01-17,CUST-2772,Dhaka,Smart Watch,Electronics,1,Prepaid,6549,4779,104,Returning,No,Yes,Yes,20,3,0,7,No,848,107,2,Failed,1
ORD-106645,2026-01-31,CUST-1867,Bogura,Kurti,Fashion,1,Prepaid,1848,1059,211,New,No,Yes,Yes,46,0,0,7,No,21,13,2,Success,0
ORD-106646,2026-04-08,CUST-3484,Mymensingh,Panjabi,Clothing,3,COD,9034,5434,214,New,Yes,Yes,Yes,68,0,0,11,No,28,47,8,Returned,1
ORD-106647,2026-02-18,CUST-6883,Sylhet,Headphone,Electronics,1,COD,7432,5178,208,Returning,Yes,No,Yes,74,24,0,8,Yes,984,87,8,Success,0
ORD-106648,2026-04-19,CUST-5504,Barishal,Phone Cover,Accessories,2,Prepaid,1689,737,232,New,Yes,Yes,No,54,0,0,21,Yes,6,20,4,Success,0
ORD-106649,2026-05-19,CUST-3706,Jashore,Phone Cover,Accessories,1,COD,804,324,356,New,No,Yes,No,110,0,0,14,No,46,55,3,Success,0
ORD-106650,2026-05-21,CUST-4486,Barishal,Jeans,Clothing,4,Prepaid,11150,6867,265,Returning,Yes,Yes,Yes,60,10,5,6,No,1178,77,9,Success,0
ORD-106651,2026-05-31,CUST-2788,Khulna,Kurti,Fashion,1,Prepaid,1847,1012,95,Returning,No,No,Yes,17,11,1,9,Yes,1145,0,2,Success,0
ORD-106652,2026-04-17,CUST-4701,Gazipur,Backpack,Accessories,1,COD,3164,2105,205,Returning,No,No,Yes,72,7,0,16,No,278,68,4,Returned,1
ORD-106653,2026-06-10,CUST-6866,Chattogram,Backpack,Accessories,1,Prepaid,3296,2148,126,Returning,Yes,Yes,Yes,26,21,0,14,Yes,1020,17,10,Success,0
ORD-106654,2026-05-04,CUST-7489,Cumilla,Skin Care Kit,Cosmetics,2,Prepaid,5188,3171,114,Returning,No,Yes,Yes,6,14,0,2,Yes,1011,96,12,Success,0
ORD-106655,2026-04-02,CUST-2377,Khulna,Headphone,Electronics,1,Prepaid,7473,5260,277,Returning,Yes,Yes,Yes,74,10,0,13,Yes,3,86,6,Success,0
ORD-106656,2026-04-30,CUST-9146,Barishal,Perfume,Cosmetics,1,Prepaid,2478,1578,239,New,Yes,Yes,Yes,81,0,0,11,Yes,0,44,10,Failed,1
ORD-106657,2026-02-25,CUST-4000,Narayanganj,Shoes,Fashion,1,COD,4221,2928,251,New,Yes,Yes,Yes,67,0,0,13,No,46,105,5,Success,0
ORD-106658,2026-02-07,CUST-5210,Sylhet,Headphone,Electronics,1,COD,7591,5204,96,New,Yes,Yes,Yes,17,0,0,5,Yes,39,50,10,Success,0
ORD-106659,2026-04-03,CUST-6701,Mymensingh,Jeans,Clothing,1,Prepaid,2868,1682,350,New,Yes,No,Yes,87,0,0,17,No,11,13,6,Success,0
ORD-106660,2026-02-09,CUST-5341,Dhaka,Kurti,Fashion,1,Prepaid,1818,996,257,Returning,No,Yes,Yes,71,16,4,10,Yes,1016,46,2,Failed,1
ORD-106661,2026-06-06,CUST-8500,Cumilla,Sunglasses,Accessories,1,Prepaid,1533,820,191,Returning,Yes,Yes,Yes,39,10,2,1,Yes,711,48,10,Returned,1
ORD-106662,2026-05-12,CUST-4565,Jashore,Sunglasses,Accessories,1,Prepaid,1481,845,197,Returning,Yes,Yes,Yes,83,8,1,19,Yes,120,50,9,Success,0
ORD-106663,2026-03-02,CUST-1752,Jashore,Shoes,Fashion,1,Prepaid,4251,2976,169,New,Yes,Yes,Yes,51,0,0,10,No,47,73,2,Success,0
ORD-106664,2026-03-19,CUST-2471,Barishal,Handbag,Fashion,1,COD,3497,2375,233,New,Yes,Yes,No,44,0,0,17,No,8,20,1,Success,0
ORD-106665,2026-02-09,CUST-5340,Rajshahi,Panjabi,Clothing,3,Prepaid,9086,5437,176,New,Yes,Yes,Yes,54,0,0,13,Yes,10,108,7,Success,0
ORD-106666,2026-06-29,CUST-9395,Khulna,Jeans,Clothing,1,COD,2865,1750,318,Returning,Yes,Yes,No,120,6,0,22,No,751,7,5,Success,0
ORD-106667,2026-02-13,CUST-4195,Sylhet,Headphone,Electronics,2,COD,14968,10430,113,Returning,No,Yes,Yes,29,10,6,6,Yes,1163,63,7,Returned,1
ORD-106668,2026-04-22,CUST-1896,Bogura,Cosmetics Set,Cosmetics,2,Prepaid,4457,2759,270,New,Yes,Yes,Yes,65,0,0,15,No,39,78,8,Success,0
ORD-106669,2026-01-30,CUST-5020,Chattogram,T-Shirt,Clothing,3,COD,3592,2151,123,Returning,Yes,No,Yes,12,13,1,5,No,756,74,4,Success,0
ORD-106670,2026-02-03,CUST-4743,Chattogram,Skin Care Kit,Cosmetics,3,Prepaid,7788,4777,341,Returning,No,No,Yes,93,7,0,12,No,249,39,1,Success,0
ORD-106671,2026-02-12,CUST-2925,Chattogram,Bluetooth Speaker,Electronics,1,Prepaid,4797,3342,172,New,Yes,Yes,Yes,40,0,0,17,No,30,93,2,Success,0
ORD-106672,2026-02-10,CUST-2280,Narayanganj,Headphone,Electronics,1,COD,7613,5269,211,New,Yes,No,Yes,59,0,0,0,Yes,9,60,12,Returned,1
ORD-106673,2026-03-02,CUST-3657,Bogura,Sunglasses,Accessories,2,Prepaid,3106,1756,358,Returning,Yes,No,Yes,93,11,0,3,No,435,59,9,Success,0
ORD-106674,2026-01-11,CUST-6377,Mymensingh,Backpack,Accessories,1,COD,3285,2064,340,Returning,Yes,Yes,No,102,15,0,5,No,833,117,8,Failed,1
ORD-106675,2026-01-27,CUST-8183,Khulna,Backpack,Accessories,1,COD,3121,2171,211,New,Yes,Yes,Yes,62,0,0,0,No,32,119,9,Returned,1
ORD-106676,2026-04-08,CUST-1355,Barishal,Jeans,Clothing,4,COD,11184,6782,159,New,Yes,Yes,Yes,33,0,0,8,No,59,9,10,Failed,1
ORD-106677,2026-02-22,CUST-5853,Dhaka,Smart Watch,Electronics,3,Prepaid,19568,14080,105,Returning,Yes,No,Yes,14,14,4,21,No,107,51,6,Success,0
ORD-106678,2026-05-24,CUST-3434,Cumilla,Backpack,Accessories,3,COD,9597,6283,85,Returning,Yes,No,Yes,10,23,0,16,Yes,350,94,7,Success,0
ORD-106679,2026-02-19,CUST-9775,Barishal,Jeans,Clothing,1,COD,2742,1711,289,Returning,Yes,Yes,Yes,84,12,3,22,No,895,61,3,Failed,1
ORD-106680,2026-06-11,CUST-9425,Rajshahi,Kurti,Fashion,2,COD,3608,1957,127,New,Yes,Yes,Yes,17,0,0,5,No,38,78,4,Success,0
ORD-106681,2026-05-01,CUST-8382,Mymensingh,Kurti,Fashion,1,COD,1756,1065,118,Returning,Yes,No,Yes,36,24,2,0,No,701,32,12,Failed,1
ORD-106682,2026-05-25,CUST-1051,Bogura,Perfume,Cosmetics,2,COD,5097,2971,109,Returning,No,Yes,Yes,3,16,6,23,No,464,90,5,Success,0
ORD-106683,2026-03-25,CUST-3576,Barishal,Phone Cover,Accessories,1,Prepaid,746,427,237,New,Yes,Yes,Yes,67,0,0,12,No,14,69,2,Success,0
ORD-106684,2026-01-06,CUST-7207,Dhaka,Perfume,Cosmetics,2,COD,5106,3042,219,Returning,No,Yes,Yes,104,16,2,19,No,1197,94,3,Returned,1
ORD-106685,2026-03-02,CUST-2084,Narayanganj,Sunglasses,Accessories,1,COD,1585,853,201,Returning,Yes,Yes,Yes,43,7,0,19,No,112,84,8,Success,0
ORD-106686,2026-02-19,CUST-5578,Dhaka,T-Shirt,Clothing,1,COD,1130,713,182,Returning,Yes,No,Yes,34,17,0,9,Yes,1161,97,9,Success,0
ORD-106687,2026-02-13,CUST-1489,Rangpur,Perfume,Cosmetics,1,Prepaid,2539,1455,147,New,No,Yes,Yes,20,0,0,13,No,35,104,8,Success,0
ORD-106688,2026-03-13,CUST-6729,Rangpur,Skin Care Kit,Cosmetics,2,Prepaid,5202,3263,67,Returning,No,No,No,2,3,1,10,No,538,80,8,Returned,1
ORD-106689,2026-05-19,CUST-2256,Sylhet,Bluetooth Speaker,Electronics,1,COD,4741,3360,173,New,Yes,No,Yes,27,0,0,12,Yes,32,63,10,Success,0
ORD-106690,2026-01-08,CUST-6684,Narayanganj,Bluetooth Speaker,Electronics,1,COD,4831,3353,198,New,Yes,No,Yes,45,0,0,21,No,7,16,8,Success,0
ORD-106691,2026-04-24,CUST-7792,Cox's Bazar,Phone Cover,Accessories,3,Prepaid,2470,1125,363,Returning,Yes,Yes,Yes,109,3,0,21,No,232,60,8,Success,0
ORD-106692,2026-01-15,CUST-8949,Sylhet,Handbag,Fashion,1,COD,3441,2327,133,Returning,Yes,Yes,No,13,16,0,4,Yes,1078,81,8,Success,0
ORD-106693,2026-04-20,CUST-1740,Gazipur,Backpack,Accessories,1,COD,3235,2101,255,New,Yes,Yes,Yes,68,0,0,3,No,17,0,7,Failed,1
ORD-106694,2026-01-17,CUST-5604,Chattogram,Headphone,Electronics,1,Prepaid,7432,5181,164,Returning,Yes,Yes,Yes,39,19,0,15,No,399,10,7,Success,0
ORD-106695,2026-06-24,CUST-5041,Rangpur,Shoes,Fashion,1,Prepaid,4151,2948,301,Returning,Yes,Yes,Yes,119,19,6,6,No,378,24,2,Success,0
ORD-106696,2026-02-05,CUST-2650,Dhaka,T-Shirt,Clothing,1,COD,1204,662,239,Returning,No,Yes,No,79,14,1,13,No,223,42,2,Success,0
ORD-106697,2026-01-07,CUST-6762,Khulna,Sunglasses,Accessories,4,Prepaid,5926,3477,157,Returning,Yes,Yes,Yes,20,5,1,12,Yes,1180,34,7,Success,0
ORD-106698,2026-01-13,CUST-8522,Dhaka,Cosmetics Set,Cosmetics,1,Prepaid,2212,1422,186,Returning,Yes,Yes,Yes,71,12,0,10,Yes,698,4,4,Success,0
ORD-106699,2026-01-23,CUST-7122,Rajshahi,Sunglasses,Accessories,1,COD,1571,861,108,New,Yes,Yes,Yes,2,0,0,5,No,49,117,3,Success,0
ORD-106700,2026-02-26,CUST-7708,Dhaka,Sunglasses,Accessories,1,COD,1556,881,323,Returning,No,Yes,Yes,111,22,2,2,No,757,56,5,Returned,1
ORD-106701,2026-05-27,CUST-8907,Barishal,Panjabi,Clothing,1,Prepaid,3059,1838,201,Returning,No,No,Yes,40,17,4,12,No,566,53,5,Success,0
ORD-106702,2026-03-01,CUST-9635,Rangpur,Backpack,Accessories,1,Prepaid,3314,2164,114,Returning,Yes,Yes,Yes,18,9,2,23,No,1171,9,1,Success,0
ORD-106703,2026-01-18,CUST-5356,Mymensingh,Sunglasses,Accessories,2,Prepaid,2949,1694,300,New,Yes,Yes,Yes,91,0,0,13,Yes,19,92,9,Failed,1
ORD-106704,2026-03-11,CUST-9219,Cox's Bazar,Perfume,Cosmetics,2,COD,5077,3023,195,New,Yes,Yes,Yes,33,0,0,14,No,9,63,12,Failed,1
ORD-106705,2026-02-18,CUST-9710,Chattogram,Panjabi,Clothing,1,COD,3016,1788,133,New,Yes,No,Yes,19,0,0,22,No,7,88,9,Success,0
ORD-106706,2026-02-26,CUST-9414,Khulna,Shoes,Fashion,1,COD,4199,2957,193,Returning,Yes,Yes,Yes,53,3,1,15,No,688,8,2,Returned,1
ORD-106707,2026-04-04,CUST-6723,Dhaka,Jeans,Clothing,4,COD,11138,6870,192,New,No,Yes,Yes,82,0,0,4,Yes,1,89,1,Failed,1
ORD-106708,2026-05-27,CUST-4211,Sylhet,Jeans,Clothing,1,COD,2827,1666,151,Returning,Yes,Yes,No,23,23,1,10,Yes,1142,65,4,Failed,1
ORD-106709,2026-04-17,CUST-2729,Rangpur,Perfume,Cosmetics,2,COD,4989,2952,167,New,No,Yes,Yes,42,0,0,10,No,29,40,7,Success,0
ORD-106710,2026-04-17,CUST-6193,Rangpur,Smart Watch,Electronics,1,COD,6544,4654,274,Returning,No,Yes,Yes,68,5,0,6,No,93,71,9,Success,0
ORD-106711,2026-06-15,CUST-8217,Cox's Bazar,Kurti,Fashion,1,COD,1842,952,226,New,No,Yes,Yes,66,0,0,0,No,58,37,12,Success,0
ORD-106712,2026-04-28,CUST-7122,Cumilla,Smart Watch,Electronics,1,Prepaid,6493,4742,337,Returning,Yes,Yes,Yes,100,13,0,6,No,270,86,6,Success,0
ORD-106713,2026-01-07,CUST-7026,Rajshahi,Backpack,Accessories,3,COD,9589,6329,168,Returning,Yes,Yes,No,36,11,2,22,No,981,42,8,Failed,1
ORD-106714,2026-06-28,CUST-8933,Bogura,Cosmetics Set,Cosmetics,1,COD,2212,1431,275,Returning,Yes,Yes,No,71,12,1,6,Yes,1177,70,7,Success,0
ORD-106715,2026-03-30,CUST-2131,Khulna,Cosmetics Set,Cosmetics,3,COD,6695,4255,240,New,No,Yes,Yes,81,0,0,11,No,60,25,8,Failed,1
ORD-106716,2026-03-07,CUST-1270,Jashore,Sunglasses,Accessories,2,COD,2982,1772,279,New,Yes,Yes,Yes,99,0,0,4,No,26,99,7,Success,0
ORD-106717,2026-02-02,CUST-6349,Chattogram,Phone Cover,Accessories,1,COD,736,426,159,New,Yes,Yes,Yes,45,0,0,14,No,13,18,4,Success,0
ORD-106718,2026-02-02,CUST-4400,Chattogram,Cosmetics Set,Cosmetics,1,COD,2317,1415,275,Returning,Yes,Yes,No,112,22,2,4,No,950,7,8,Success,0
ORD-106719,2026-01-13,CUST-8995,Cox's Bazar,Perfume,Cosmetics,1,COD,2503,1524,408,New,Yes,Yes,Yes,118,0,0,0,No,11,91,10,Success,0
ORD-106720,2026-05-12,CUST-2715,Chattogram,Perfume,Cosmetics,1,COD,2430,1459,108,Returning,Yes,Yes,Yes,4,24,4,7,No,335,41,12,Success,0
ORD-106721,2026-05-16,CUST-7006,Chattogram,Cosmetics Set,Cosmetics,3,COD,6574,4189,244,New,Yes,Yes,Yes,68,0,0,18,No,47,22,11,Success,0
ORD-106722,2026-06-08,CUST-6584,Bogura,Phone Cover,Accessories,2,Prepaid,1542,697,313,Returning,Yes,Yes,No,103,18,2,14,No,824,104,8,Failed,1
ORD-106723,2026-06-05,CUST-4100,Narayanganj,Phone Cover,Accessories,3,COD,2460,1031,211,Returning,Yes,Yes,Yes,51,17,0,4,Yes,71,46,12,Success,0
ORD-106724,2026-01-05,CUST-7080,Gazipur,Panjabi,Clothing,1,COD,2957,1766,150,Returning,Yes,Yes,Yes,19,7,1,9,No,330,88,2,Success,0
ORD-106725,2026-05-31,CUST-1394,Bogura,Smart Watch,Electronics,3,COD,19542,14059,131,Returning,No,Yes,Yes,22,15,0,12,Yes,589,30,6,Returned,1
ORD-106726,2026-04-23,CUST-9321,Jashore,Bluetooth Speaker,Electronics,1,COD,4798,3263,134,Returning,No,Yes,Yes,20,8,6,2,Yes,105,82,11,Failed,1
ORD-106727,2026-03-02,CUST-1842,Gazipur,Phone Cover,Accessories,1,Prepaid,904,376,255,Returning,Yes,Yes,Yes,76,13,2,22,No,640,114,6,Success,0
ORD-106728,2026-06-11,CUST-9623,Rangpur,Phone Cover,Accessories,2,COD,1535,664,162,New,Yes,Yes,Yes,38,0,0,21,Yes,48,109,8,Success,0
ORD-106729,2026-04-25,CUST-7820,Sylhet,T-Shirt,Clothing,4,COD,4796,2826,190,Returning,Yes,Yes,Yes,43,12,2,4,Yes,719,57,8,Success,0
ORD-106730,2026-02-01,CUST-2852,Jashore,Skin Care Kit,Cosmetics,1,COD,2694,1617,97,Returning,Yes,No,Yes,4,9,3,8,Yes,95,88,6,Success,0
ORD-106731,2026-06-28,CUST-5047,Barishal,Cosmetics Set,Cosmetics,1,COD,2244,1468,323,New,No,Yes,Yes,106,0,0,9,No,53,61,11,Success,0
ORD-106732,2026-06-26,CUST-2205,Jashore,Panjabi,Clothing,3,COD,8987,5451,112,New,Yes,Yes,Yes,3,0,0,16,No,14,60,5,Returned,1
ORD-106733,2026-02-11,CUST-8333,Mymensingh,Sunglasses,Accessories,3,COD,4436,2521,415,New,Yes,Yes,Yes,115,0,0,20,Yes,28,11,8,Returned,1
ORD-106734,2026-04-30,CUST-4309,Khulna,Kurti,Fashion,1,COD,1916,971,189,Returning,Yes,Yes,Yes,76,15,1,18,No,194,69,4,Failed,1
ORD-106735,2026-01-19,CUST-1885,Cox's Bazar,Jeans,Clothing,1,COD,2854,1743,116,Returning,Yes,No,Yes,18,15,1,20,No,461,45,8,Success,0
ORD-106736,2026-04-25,CUST-9027,Rajshahi,Headphone,Electronics,1,COD,7497,5182,253,Returning,Yes,Yes,Yes,96,19,0,5,No,445,115,3,Failed,1
